Region,BGC,SS_NoSpace,Standard,PreferredAcceptable,Suitability,Species,FN1,FN2,FN3,FN4,FN5,Flag,Note
LMH702016,ICHmw4,ICHmw4/101,1050333,X,3,Bl,10,13,,,,0,
LMH702016,ICHmw4,ICHmw4/101,1050333,P,1,Cw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/101,1050333,X,3,Ep,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/101,1050333,P,1,Fd,58,,,,,0,
LMH702016,ICHmw4,ICHmw4/101,1050333,P,2,Hw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/101,1050333,P,1,Lw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/101,1050333,A,2,Pl,,,,,,0,
LMH702016,ICHmw4,ICHmw4/101,1050333,P,2,Pw,31,,,,,0,
LMH702016,ICHmw4,ICHmw4/101,1050333,A,2,Sx,10,13,,,,0,
LMH702016,ICHmw4,ICHmw4/102,1050334,P,1,Fd,58,,,,,0,
LMH702016,ICHmw4,ICHmw4/102,1050334,A,2,Lw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/102,1050334,P,2,Pl,,,,,,0,
LMH702016,ICHmw4,ICHmw4/103,1050335,X,3,At,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/103,1050335,X,3,Bl,10,13,,,,0,
LMH702016,ICHmw4,ICHmw4/103,1050335,A,3,Cw,13,10,,,,0,
LMH702016,ICHmw4,ICHmw4/103,1050335,X,3,Ep,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/103,1050335,P,1,Fd,58,,,,,0,
LMH702016,ICHmw4,ICHmw4/103,1050335,P,1,Lw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/103,1050335,A,3,Pl,,,,,,0,
LMH702016,ICHmw4,ICHmw4/103,1050335,A,3,Pw,31,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,X,3,At,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,A,3,Bg,14,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,X,3,Bl,10,13,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,A,2,Cw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,X,3,Ep,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,P,1,Fd,58,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,A,3,Hw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,P,1,Lw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,A,3,Pl,,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,P,2,Pw,31,,,,,0,
LMH702016,ICHmw4,ICHmw4/104,1050336,A,3,Sx,10,13,204,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,X,3,Act,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,X,3,At,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,A,3,Bg,14,,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,X,3,Bl,10,13,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,P,1,Cw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,X,3,Ep,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,P,2,Fd,1,14,32,58,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,P,2,Hw,,,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,P,2,Lw,1,14,32,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,P,3,Pw,31,,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,A,1,Sx,,,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,A,3,Sx,,,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,A,1,Sx,10,13,,,,0,
LMH702016,ICHmw4,ICHmw4/110,1050337,A,3,Sx,10,13,,,,0,
LMH702016,ICHmw4,ICHmw4/111,1050338,P,2,Bl,202,,,,,0,
LMH702016,ICHmw4,ICHmw4/111,1050338,A,3,Cw,1,32,,,,0,
LMH702016,ICHmw4,ICHmw4/111,1050338,A,3,Hw,1,32,,,,0,
LMH702016,ICHmw4,ICHmw4/111,1050338,P,1,Sx,,,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,X,3,Act,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,X,3,At,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,A,3,Bl,,,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,P,1,Cw,32,,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,X,3,Ep,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,A,3,Fd,1,32,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,A,2,Hw,32,,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,A,3,Lw,1,32,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,P,3,Pw,31,32,,,,0,
LMH702016,ICHmw4,ICHmw4/112,1050339,P,1,Sx,,,,,,0,
LMH702016,ICHmw4,ICHmw4/113,1050357,X,3,Act,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/113,1050357,X,3,At,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/113,1050357,P,2,Bl,202,,,,,0,
LMH702016,ICHmw4,ICHmw4/113,1050357,A,3,Cw,1,32,,,,0,
LMH702016,ICHmw4,ICHmw4/113,1050357,X,3,Ep,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/113,1050357,A,3,Hw,1,32,,,,0,
LMH702016,ICHmw4,ICHmw4/113,1050357,P,1,Sx,,,,,,0,
LMH702016,ICHmw4,ICHmw4/114,1050358,X,3,Act,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/114,1050358,X,3,At,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/114,1050358,A,2,Bl,202,,,,,0,
LMH702016,ICHmw4,ICHmw4/114,1050358,P,2,Cw,1,32,,,,0,
LMH702016,ICHmw4,ICHmw4/114,1050358,X,3,Ep,901,,,,,0,
LMH702016,ICHmw4,ICHmw4/114,1050358,A,2,Hw,1,32,,,,0,
LMH702016,ICHmw4,ICHmw4/114,1050358,P,1,Sx,,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,X,3,Act,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,X,3,At,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,A,3,Bg,,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,X,3,Bl,10,13,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,P,2,Cw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,X,3,Ep,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,P,1,Fd,58,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,P,3,Hw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,P,1,Lw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,A,2,Pl,,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,P,2,Pw,31,,,,,0,
LMH702016,ICHmw5,ICHmw5/101,1050359,P,2,Sx,10,13,,,,0,
LMH702016,ICHmw5,ICHmw5/102,1050360,X,3,At,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/102,1050360,X,3,Ep,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/102,1050360,P,1,Fd,58,,,,,0,
LMH702016,ICHmw5,ICHmw5/102,1050360,A,2,Lw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/102,1050360,P,2,Pl,,,,,,0,
LMH702016,ICHmw5,ICHmw5/102,1050360,A,3,Py,9,14,16,,,0,
LMH702016,ICHmw5,ICHmw5/103,1050361,X,3,At,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/103,1050361,X,3,Ep,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/103,1050361,P,1,Fd,58,,,,,0,
LMH702016,ICHmw5,ICHmw5/103,1050361,P,1,Lw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/103,1050361,A,2,Pl,,,,,,0,
LMH702016,ICHmw5,ICHmw5/103,1050361,A,3,Pw,31,,,,,0,
LMH702016,ICHmw5,ICHmw5/103,1050361,A,3,Py,9,14,16,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,X,3,At,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,A,3,Bg,14,16,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,X,3,Bl,10,13,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,A,3,Cw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,X,3,Ep,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,P,1,Fd,58,,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,A,3,Hw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,P,1,Lw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,A,2,Pl,,,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,P,2,Pw,31,,,,,0,
LMH702016,ICHmw5,ICHmw5/104,1050362,A,3,Sx,10,13,,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,X,3,Act,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,X,3,At,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,A,3,Bl,,,,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,P,1,Cw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,X,3,Ep,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,P,2,Fd,1,14,32,58,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,P,2,Hw,,,,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,P,2,Lw,1,14,32,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,X,3,Pl,,,,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,A,3,Pw,31,,,,,0,
LMH702016,ICHmw5,ICHmw5/110,1050363,P,1,Sx,,,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,X,3,Act,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,X,3,At,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,A,2,Bl,202,,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,P,1,Cw,32,,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,X,3,Ep,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,A,2,Fd,1,32,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,A,2,Hw,32,,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,A,2,Lw,1,32,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,A,3,Pw,31,,,,,0,
LMH702016,ICHmw5,ICHmw5/111,1050364,P,1,Sx,,,,,,0,
LMH702016,ICHmw5,ICHmw5/112,1050365,X,3,Act,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/112,1050365,X,3,At,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/112,1050365,A,2,Bl,1,202,,,,0,
LMH702016,ICHmw5,ICHmw5/112,1050365,X,3,Ep,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/112,1050365,A,3,Hw,1,32,,,,0,
LMH702016,ICHmw5,ICHmw5/112,1050365,P,1,Sx,1,,,,,0,
LMH702016,ICHmw5,ICHmw5/113,1050366,X,3,Act,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/113,1050366,X,3,At,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/113,1050366,A,2,Bl,1,202,,,,0,
LMH702016,ICHmw5,ICHmw5/113,1050366,P,1,Cw,1,32,,,,0,
LMH702016,ICHmw5,ICHmw5/113,1050366,X,3,Ep,901,,,,,0,
LMH702016,ICHmw5,ICHmw5/113,1050366,A,2,Hw,1,32,,,,0,
LMH702016,ICHmw5,ICHmw5/113,1050366,P,1,Sx,1,,,,,0,
Pr Rupert,ICHvc,ICHvc/01,85141,X,3,Act,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/01,85141,X,3,At,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/01,85141,P,1,Bl,,,,,,0,
Pr Rupert,ICHvc,ICHvc/01,85141,X,3,Ep,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/01,85141,A,3,Hm,50,,,,,0,
Pr Rupert,ICHvc,ICHvc/01,85141,P,2,Hw,32,,,,,0,
Pr Rupert,ICHvc,ICHvc/01,85141,A,2,Sx,34,35,,,,0,
Pr Rupert,ICHvc,ICHvc/02,85142,X,3,At,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/02,85142,P,1,Bl,,,,,,0,
Pr Rupert,ICHvc,ICHvc/02,85142,X,3,Ep,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/02,85142,A,3,Hm,50,,,,,0,
Pr Rupert,ICHvc,ICHvc/02,85142,P,1,Hw,32,,,,,0,
Pr Rupert,ICHvc,ICHvc/02,85142,A,2,Pl,3,9,,,,0,
Pr Rupert,ICHvc,ICHvc/02,85142,A,2,Sx,34,,,,,0,
Pr Rupert,ICHvc,ICHvc/03,85143,X,3,Act,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/03,85143,X,3,At,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/03,85143,P,1,Bl,,,,,,0,
Pr Rupert,ICHvc,ICHvc/03,85143,X,3,Ep,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/03,85143,A,3,Hw,,,,,,0,
Pr Rupert,ICHvc,ICHvc/03,85143,P,2,Sx,34,35,,,,0,
Pr Rupert,ICHvc,ICHvc/04,85144,X,3,Act,900,,,,,0,
Pr Rupert,ICHvc,ICHvc/04,85144,X,3,At,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/04,85144,P,1,Bl,1,,,,,0,
Pr Rupert,ICHvc,ICHvc/04,85144,X,3,Ep,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/04,85144,P,2,Sx,1,34,35,,,0,
Pr Rupert,ICHvc,ICHvc/05,85145,X,3,Act,900,,,,,0,
Pr Rupert,ICHvc,ICHvc/05,85145,X,3,At,900,,,,,0,
Pr Rupert,ICHvc,ICHvc/05,85145,P,1,Bl,1,,,,,0,
Pr Rupert,ICHvc,ICHvc/05,85145,P,2,Sx,1,32,34,35,,0,
Pr Rupert,ICHvc,ICHvc/06,85146,X,3,Act,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/06,85146,X,3,At,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/06,85146,P,1,Bl,1,,,,,0,
Pr Rupert,ICHvc,ICHvc/06,85146,X,3,Ep,901,,,,,0,
Pr Rupert,ICHvc,ICHvc/06,85146,P,2,Sx,1,32,34,,,0,
Pr Rupert,ICHvc,ICHvc/51,85147,P,2,Bl,,,,,,0,
Pr Rupert,ICHvc,ICHvc/51,85147,P,2,Sx,34,,,,,0,
Pr Rupert,ICHvc,ICHvc/52,85148,P,3,Bl,,,,,,0,
Pr Rupert,ICHvc,ICHvc/52,85148,P,3,Sx,34,,,,,0,
Kamloops,ICHvk1,ICHvk1/01,82093,X,3,Act,900,,,,,0,
Kamloops,ICHvk1,ICHvk1/01,82093,X,1,At,53,900,,,,0,
Kamloops,ICHvk1,ICHvk1/01,82093,A,2,Bl,13,,,,,0,
Kamloops,ICHvk1,ICHvk1/01,82093,P,1,Cw,32,,,,,0,
Kamloops,ICHvk1,ICHvk1/01,82093,X,1,Ep,53,900,,,,0,
Kamloops,ICHvk1,ICHvk1/01,82093,A,2,Fd,1,9,14,32,34,0,
Kamloops,ICHvk1,ICHvk1/01,82093,A,3,Hw,32,,,,,0,
Kamloops,ICHvk1,ICHvk1/01,82093,A,3,Pw,31,,,,,0,
Kamloops,ICHvk1,ICHvk1/01,82093,P,1,Sx,,,,,,0,
Nelson,ICHvk1,ICHvk1/01,83076,X,3,Act,901,,,,,0,
Nelson,ICHvk1,ICHvk1/01,83076,X,1,At,53,900,,,,0,
Nelson,ICHvk1,ICHvk1/01,83076,A,2,Bl,,,,,,0,
Nelson,ICHvk1,ICHvk1/01,83076,P,1,Cw,32,,,,,0,
Nelson,ICHvk1,ICHvk1/01,83076,X,1,Ep,53,900,,,,0,
Nelson,ICHvk1,ICHvk1/01,83076,A,2,Fd,1,9,14,32,34,0,
Nelson,ICHvk1,ICHvk1/01,83076,A,2,Hw,32,,,,,0,
Nelson,ICHvk1,ICHvk1/01,83076,A,3,Pw,31,,,,,0,
Nelson,ICHvk1,ICHvk1/01,83076,P,1,Sx,,,,,,0,
Kamloops,ICHvk1,ICHvk1/02,82094,X,3,Act,901,,,,,0,
Kamloops,ICHvk1,ICHvk1/02,82094,X,1,At,53,900,,,,0,
Kamloops,ICHvk1,ICHvk1/02,82094,A,2,Bl,,,,,,0,
Kamloops,ICHvk1,ICHvk1/02,82094,P,2,Cw,,,,,,0,
Kamloops,ICHvk1,ICHvk1/02,82094,X,1,Ep,53,900,,,,0,
Kamloops,ICHvk1,ICHvk1/02,82094,P,1,Fd,9,,,,,0,
Kamloops,ICHvk1,ICHvk1/02,82094,A,2,Hw,,,,,,0,
Kamloops,ICHvk1,ICHvk1/02,82094,A,3,Pw,31,,,,,0,
Kamloops,ICHvk1,ICHvk1/02,82094,P,2,Sx,,,,,,0,
Kamloops,ICHvk1,ICHvk1/03,82095,A,2,Bl,10,13,,,,0,
Kamloops,ICHvk1,ICHvk1/03,82095,P,1,Cw,,,,,,0,
Kamloops,ICHvk1,ICHvk1/03,82095,P,1,Fd,9,14,34,,,0,
Kamloops,ICHvk1,ICHvk1/03,82095,P,1,Hw,,,,,,0,
Kamloops,ICHvk1,ICHvk1/03,82095,A,3,Pw,31,,,,,0,
Kamloops,ICHvk1,ICHvk1/03,82095,P,1,Sx,,,,,,0,
Nelson,ICHvk1,ICHvk1/03,83077,X,3,Act,901,,,,,0,
Nelson,ICHvk1,ICHvk1/03,83077,X,1,At,53,900,,,,0,
Nelson,ICHvk1,ICHvk1/03,83077,A,2,Bl,,,,,,0,
Nelson,ICHvk1,ICHvk1/03,83077,P,2,Cw,,,,,,0,
Nelson,ICHvk1,ICHvk1/03,83077,X,1,Ep,53,900,,,,0,
Nelson,ICHvk1,ICHvk1/03,83077,P,1,Fd,9,,,,,0,
Nelson,ICHvk1,ICHvk1/03,83077,A,2,Hw,,,,,,0,
Nelson,ICHvk1,ICHvk1/03,83077,A,3,Pw,31,,,,,0,
Nelson,ICHvk1,ICHvk1/03,83077,P,2,Sx,,,,,,0,
Kamloops,ICHvk1,ICHvk1/04,82096,X,3,Act,900,,,,,0,
Kamloops,ICHvk1,ICHvk1/04,82096,X,1,At,53,900,,,,0,
Kamloops,ICHvk1,ICHvk1/04,82096,A,2,Bl,13,,,,,0,
Kamloops,ICHvk1,ICHvk1/04,82096,P,1,Cw,,,,,,0,
Kamloops,ICHvk1,ICHvk1/04,82096,X,1,Ep,53,900,,,,0,
Kamloops,ICHvk1,ICHvk1/04,82096,P,1,Fd,9,14,,,,0,
Kamloops,ICHvk1,ICHvk1/04,82096,P,1,Hw,,,,,,0,
Kamloops,ICHvk1,ICHvk1/04,82096,A,3,Pw,31,,,,,0,
Kamloops,ICHvk1,ICHvk1/04,82096,P,1,Sx,,,,,,0,
Nelson,ICHvk1,ICHvk1/04,83078,X,3,Act,901,,,,,0,
Nelson,ICHvk1,ICHvk1/04,83078,X,1,At,53,900,,,,0,
Nelson,ICHvk1,ICHvk1/04,83078,A,2,Bl,,,,,,0,
Nelson,ICHvk1,ICHvk1/04,83078,P,1,Cw,,,,,,0,
Nelson,ICHvk1,ICHvk1/04,83078,X,1,Ep,53,900,,,,0,
Nelson,ICHvk1,ICHvk1/04,83078,P,1,Fd,9,14,34,,,0,
Nelson,ICHvk1,ICHvk1/04,83078,P,1,Hw,,,,,,0,
Nelson,ICHvk1,ICHvk1/04,83078,A,3,Pw,31,,,,,0,
Nelson,ICHvk1,ICHvk1/04,83078,P,1,Sx,,,,,,0,
Kamloops,ICHvk1,ICHvk1/05,82097,X,3,Act,900,,,,,0,
Kamloops,ICHvk1,ICHvk1/05,82097,X,3,At,901,,,,,0,
Kamloops,ICHvk1,ICHvk1/05,82097,A,2,Bl,1,,,,,0,
Kamloops,ICHvk1,ICHvk1/05,82097,P,1,Cw,1,32,,,,0,
Kamloops,ICHvk1,ICHvk1/05,82097,X,3,Ep,901,,,,,0,
Kamloops,ICHvk1,ICHvk1/05,82097,A,2,Hw,1,32,,,,0,
Kamloops,ICHvk1,ICHvk1/05,82097,A,3,Pw,1,31,,,,0,
Kamloops,ICHvk1,ICHvk1/05,82097,P,1,Sx,1,,,,,0,
Nelson,ICHvk1,ICHvk1/05,83079,X,3,Act,901,,,,,0,
Nelson,ICHvk1,ICHvk1/05,83079,X,3,At,901,,,,,0,
Nelson,ICHvk1,ICHvk1/05,83079,A,2,Bl,1,,,,,0,
Nelson,ICHvk1,ICHvk1/05,83079,P,1,Cw,1,32,,,,0,
Nelson,ICHvk1,ICHvk1/05,83079,X,3,Ep,901,,,,,0,
Nelson,ICHvk1,ICHvk1/05,83079,A,2,Hw,1,32,,,,0,
Nelson,ICHvk1,ICHvk1/05,83079,A,3,Pw,1,31,,,,0,
Nelson,ICHvk1,ICHvk1/05,83079,P,1,Sx,1,,,,,0,
Kamloops,ICHvk1,ICHvk1/06,82098,X,3,Act,900,,,,,0,
Kamloops,ICHvk1,ICHvk1/06,82098,X,3,At,901,,,,,0,
Kamloops,ICHvk1,ICHvk1/06,82098,A,2,Bl,1,,,,,0,
Kamloops,ICHvk1,ICHvk1/06,82098,P,1,Cw,1,32,,,,0,
Kamloops,ICHvk1,ICHvk1/06,82098,X,3,Ep,901,,,,,0,
Kamloops,ICHvk1,ICHvk1/06,82098,P,1,Hw,1,32,,,,0,
Kamloops,ICHvk1,ICHvk1/06,82098,A,3,Pw,1,31,,,,0,
Kamloops,ICHvk1,ICHvk1/06,82098,P,1,Sx,1,,,,,0,
Nelson,ICHvk1,ICHvk1/06,83080,X,3,Act,901,,,,,0,
Nelson,ICHvk1,ICHvk1/06,83080,X,3,At,901,,,,,0,
Nelson,ICHvk1,ICHvk1/06,83080,A,2,Bl,1,,,,,0,
Nelson,ICHvk1,ICHvk1/06,83080,P,1,Cw,1,32,,,,0,
Nelson,ICHvk1,ICHvk1/06,83080,X,3,Ep,901,,,,,0,
Nelson,ICHvk1,ICHvk1/06,83080,P,1,Hw,1,32,,,,0,
Nelson,ICHvk1,ICHvk1/06,83080,A,3,Pw,1,31,,,,0,
Nelson,ICHvk1,ICHvk1/06,83080,P,1,Sx,1,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124,X,3,Act,901,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124,X,3,At,900,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124,A,2,Bl,,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124,P,2,Cw,32,37,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124,X,3,Ep,900,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124,P,2,Fd,3,9,32,,,0,
Pr George,ICHvk2,ICHvk2/01,81124,X,3,Hw,32,37,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124,A,2,Pl,34,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124,P,1,Sx,35,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124CC,X,3,Act,901,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124CC,X,3,At,900,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124CC,A,3,Bl,,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124CC,P,1,Cw,32,37,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124CC,X,3,Ep,900,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124CC,P,1,Fd,3,9,32,,,0,
Pr George,ICHvk2,ICHvk2/01,81124CC,A,1,Hw,,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124CC,A,2,Pl,34,,,,,0,
Pr George,ICHvk2,ICHvk2/01,81124CC,X,2,Sx,35,,,,,0,
Pr George,ICHvk2,ICHvk2/02,81125,A,3,Cw,37,,,,,0,
Pr George,ICHvk2,ICHvk2/02,81125,P,1,Fd,,,,,,0,
Pr George,ICHvk2,ICHvk2/02,81125,P,1,Hw,37,,,,,0,
Pr George,ICHvk2,ICHvk2/02,81125,A,2,Pl,34,,,,,0,
Pr George,ICHvk2,ICHvk2/02,81125,A,3,Sx,35,,,,,0,
Pr George,ICHvk2,ICHvk2/03,81126,X,3,At,901,,,,,0,
Pr George,ICHvk2,ICHvk2/03,81126,X,3,Bl,,,,,,0,
Pr George,ICHvk2,ICHvk2/03,81126,A,3,Cw,37,,,,,0,
Pr George,ICHvk2,ICHvk2/03,81126,X,3,Ep,901,,,,,0,
Pr George,ICHvk2,ICHvk2/03,81126,P,1,Fd,,,,,,0,
Pr George,ICHvk2,ICHvk2/03,81126,X,3,Hw,37,,,,,0,
Pr George,ICHvk2,ICHvk2/03,81126,P,2,Pl,34,,,,,0,
Pr George,ICHvk2,ICHvk2/03,81126,A,3,Sx,35,,,,,0,
Pr George,ICHvk2,ICHvk2/04,81127,X,3,Act,901,,,,,0,
Pr George,ICHvk2,ICHvk2/04,81127,X,3,At,900,,,,,0,
Pr George,ICHvk2,ICHvk2/04,81127,A,2,Bl,,,,,,0,
Pr George,ICHvk2,ICHvk2/04,81127,P,2,Cw,37,,,,,0,
Pr George,ICHvk2,ICHvk2/04,81127,X,3,Ep,900,,,,,0,
Pr George,ICHvk2,ICHvk2/04,81127,P,2,Fd,3,,,,,0,
Pr George,ICHvk2,ICHvk2/04,81127,X,3,Hw,37,,,,,0,
Pr George,ICHvk2,ICHvk2/04,81127,A,2,Pl,34,,,,,0,
Pr George,ICHvk2,ICHvk2/04,81127,P,1,Sx,35,,,,,0,
Pr George,ICHvk2,ICHvk2/05,81128,X,3,Act,901,,,,,0,
Pr George,ICHvk2,ICHvk2/05,81128,P,1,Bl,1,,,,,0,
Pr George,ICHvk2,ICHvk2/05,81128,A,3,Cw,32,37,,,,0,
Pr George,ICHvk2,ICHvk2/05,81128,X,3,Ep,901,,,,,0,
Pr George,ICHvk2,ICHvk2/05,81128,X,3,Hw,32,37,,,,0,
Pr George,ICHvk2,ICHvk2/05,81128,A,2,Pl,1,34,,,,0,
Pr George,ICHvk2,ICHvk2/05,81128,P,1,Sx,1,32,35,,,0,
Pr George,ICHvk2,ICHvk2/06,81129,X,3,Act,901,,,,,0,
Pr George,ICHvk2,ICHvk2/06,81129,P,1,Bl,1,,,,,0,
Pr George,ICHvk2,ICHvk2/06,81129,P,2,Cw,1,32,37,,,0,
Pr George,ICHvk2,ICHvk2/06,81129,X,3,Hw,1,32,37,,,0,
Pr George,ICHvk2,ICHvk2/06,81129,A,2,Pl,1,34,,,,0,
Pr George,ICHvk2,ICHvk2/06,81129,P,1,Sx,1,32,35,,,0,
Pr George,ICHvk2,ICHvk2/07,81130,P,1,Pl,1,34,,,,0,
Pr George,ICHvk2,ICHvk2/07,81130,A,3,Sb,,,,,,0,
Pr George,ICHvk2,ICHvk2/07,81130,A,3,Sx,1,32,35,,,0,
Pr Rupert,ICHwc,ICHwc/01,85149,X,3,Act,901,,,,,0,
Pr Rupert,ICHwc,ICHwc/01,85149,X,3,At,901,,,,,0,
